ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00009-7667-05,,3,"CLINDAMYCIN PHOSPHATE 100MG SUPP,VAG","CLEOCIN 100MG SUPP,VAG",GU300,T,T,180.98,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00009-7686-04,,6VI,ALPROSTADIL 40MCG/VIL INJ,CAVERJECT S.P.,HS875,T,T,831.14,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-0101-30,,300,SULFASALAZINE 500MG TAB,AZULFIDINE 500MG TAB,GA900,T,T,480.36,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-0102-50,,100,"SULFASALAZINE 500MG TAB,EC",AZULFIDINE EN-TABS,GA900,T,T,209.14,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-0102-60,,300,"SULFASALAZINE 500MG TAB,EC",AZULFIDINE 500MG EN-TAB,GA900,T,T,627.42,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-1042-01,,1,"ESTRADIOL 2MG RING,VAG",ESTRING 2MG VAGINAL RING,HS300,T,T,558.94,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-1114-15,,10ML,"TRANEXAMIC ACID 100MG/ML INJ,AMP,10ML","CYKLOKAPRON 100MG/ML INJ,AMP,10ML",BL300,T,T,3.41,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-1114-21,,10X10ML,"TRANEXAMIC ACID 100MG/ML INJ, VI,10ML",CYKLOKAPRON 100MG/ML  VIAL,BL116,T,T,57.59,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2576-05,,5ML,"IDARUBICIN HCL 1MG/ML (PF) INJ,SOLN",IDAMYCIN PFS 5MG/5ML SYRINGE,AN200,T,T,38.53,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2576-91,,5ML,"IDARUBICIN HCL 1MG/ML (PF) INJ,SOLN",IDAMYCIN PFS 5MG/5ML SYRINGE,AN200,T,T,38.53,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2586-10,,10ML,"IDARUBICIN HCL 1MG/ML (PF) INJ,SOLN",IDAMYCIN PFS 10MG/10ML SYRINGE,AN200,T,T,77.07,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2586-91,,10ML,"IDARUBICIN HCL 1MG/ML (PF) INJ,SOLN",IDAMYCIN PFS 10MG/10ML SYRINGE,AN200,T,T,77.07,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2596-20,,20ML,"IDARUBICIN HCL 1MG/ML (PF) INJ,SOLN",IDAMYCIN PFS 20MG/20ML SYRINGE,AN200,T,T,154.12,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2596-91,,20ML,"IDARUBICIN HCL 1MG/ML (PF) INJ,SOLN",IDAMYCIN PFS 20MG/20ML SYRINGE,AN200,T,T,154.12,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2626-81,,1,"SOMATROPIN 5MG/VIL INJ,INTRA-MIX",GENOTROPIN CARTRIDGE,HS701,T,T,737.50,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2646-81,,1,SOMATROPIN 12MG/VIL INJ,GENOTROPIN 12MG/VIL INJ,HS701,T,T,1770.00,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2649-02,,7X0.2MG,"SOMATROPIN 0.2MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 0.2MG SYRINGE,HS701,T,T,212.13,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2650-02,,7X0.4MG,"SOMATROPIN 0.4MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 0.4MG SYRINGE,HS701,T,T,424.32,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2651-02,,7X0.6MG,"SOMATROPIN 0.6MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 0.6MG SYRINGE,HS701,T,T,636.45,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2652-02,,7X0.8MG,"SOMATROPIN 0.8MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 0.8MG SYRINGE,HS701,T,T,848.62,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2653-02,,7,"SOMATROPIN 1MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 1MG SYRINGE,HS701,T,T,1060.79,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2654-02,,7,"SOMATROPIN 1.2MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 1.2MG SYRINGE,HS701,T,T,1272.95,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2655-02,,7,"SOMATROPIN 1.4MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 1.4MG SYRINGE,HS701,T,T,1485.08,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2656-02,,7,"SOMATROPIN 1.6MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 1.6MG SYRINGE,HS701,T,T,1697.21,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2657-02,,7,"SOMATROPIN 1.8MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 1.8MG SYRINGE,HS701,T,T,1909.43,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-2658-02,,7,"SOMATROPIN 2MG/VIL INJ,MINIQUICK",GENOTROPIN MINIQUICK 2.0MG SYRINGE,HS701,T,T,2121.55,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00013-5301-17,,100,RIFABUTIN 150MG CAP,MYCOBUTIN 150MG CAP,AM900,T,T,820.54,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-0061-31,,100,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG TAB,LOMOTIL TABLETS,GA400,T,T,299.83,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-0166-08,,8ML,"NAFARELIN ACETATE 2MG/ML SOLN,NASAL",SYNAREL 2MG/ML NASAL SPRAY,HS900,T,T,3039.22,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-0325-02,,2X0.8ML,"ADALIMUMAB-AFZB 40MG/0.8ML INJ,PEN","ABRILADA 40MG/0.8ML INJ,PEN",MS190,T,T,959.76,01/21/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-0328-02,,2X0.8ML,"ADALIMUMAB-AFZB 40MG/0.8ML INJ,SYR","ABRILADA 40MG/0.8ML INJ,SYR",MS190,T,T,959.76,02/13/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1001-31,,100,SPIRONOLACTONE 25MG TAB,ALDACTONE,CV704,T,T,269.46,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1031-31,,100,SPIRONOLACTONE 100MG TAB,ALDACTONE 100MG TAB,CV704,T,T,793.28,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1041-31,,100,SPIRONOLACTONE 50MG TAB,ALDACTONE,CV704,T,T,473.19,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1381-31,,100,OXAPROZIN 600MG TAB,DAYPRO 600MG TAB,MS102,T,T,823.45,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1411-60,,60,DICLOFENAC NA 50MG/MISOPROSTOL 200MCG TAB,ARTHROTEC DRTAB 50-0.2MG,MS900,T,T,522.24,01/01/2025,06/30/2029,FSS,Non-Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1411-90,,90,DICLOFENAC NA 50MG/MISOPROSTOL 200MCG TAB,ARTHROTEC DRTAB 50-0.2MG,MS900,T,T,783.32,01/01/2025,06/30/2029,FSS,Non-Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1421-60,,60,DICLOFENAC NA 75MG/MISOPROSTOL 200MCG TAB,ARTHROTEC DRTAB75-0.2MG,MS900,T,T,522.24,01/01/2025,06/30/2029,FSS,Non-Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1451-60,,60,MISOPROSTOL 100MCG TAB,CYTOTEC,GA309,T,T,238.45,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1461-31,,100,MISOPROSTOL 200MCG TAB,CYTOTEC,GA309,T,T,578.93,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-1461-60,,60,MISOPROSTOL 200MCG TAB,CYTOTEC,GA309,T,T,347.39,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-2732-31,,100,"DISOPYRAMIDE PO4 100MG CAP,SA",NORPACE,CV300,T,T,429.67,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-2742-31,,100,"DISOPYRAMIDE PO4 150MG CAP,SA",NORPACE,CV300,T,T,507.79,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-2752-31,,100,DISOPYRAMIDE PO4 100MG CAP,NORPACE 100MG CAP,CV300,T,T,469.57,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00025-2762-31,,100,DISOPYRAMIDE PO4 150MG CAP,NORPACE 150MG CAP,CV300,T,T,554.83,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-0749-05,,1,"ESTROGENS,CONJUGATED 5MG/ML INJ,SOLN",PREMARIN IV 25MG INJ,HS300,T,T,374.98,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-0872-21,,1X30GM,"ESTROGENS,CONJUGATED 0.625MG/GM CREAM,VAG","PREMARIN VAGINAL CREAM,0.625 MG",GU500,T,T,458.53,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1100-81,,100,"ESTROGENS,CONJUGATED 0.3MG TAB",PREMARIN 0.3MG TAB,HS300,T,T,703.58,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1100-91,,1000,"ESTROGENS,CONJUGATED 0.3MG TAB",PREMARIN 0.3MG TAB,HS300,T,T,7035.59,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1101-81,,100,"ESTROGENS,CONJUGATED 0.45MG TAB",PREMARIN 0.45MG TAB,HS300,T,T,703.58,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1102-81,,100,"ESTROGENS,CONJUGATED 0.625MG TAB",PREMARIN 0.625MG TAB,HS300,T,T,703.58,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1102-91,,1000,"ESTROGENS,CONJUGATED 0.625MG TAB",PREMARIN 0.625MG TAB,HS300,T,T,7035.59,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1104-81,,100,"ESTROGENS,CONJUGATED 1.25MG TAB",PREMARIN 1.25MG TAB,HS300,T,T,703.58,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1104-91,,1000,"ESTROGENS,CONJUGATED 1.25MG TAB",PREMARIN 1.25MG TAB,HS300,T,T,7035.59,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1105-11,,28,"PREMPRO 0.3MG/1.5MG TAB,28 PACK","PREMPRO 0.3MG/1.5MG TAB,28 BLISTER CARD",HS900,T,T,246.36,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1106-11,,28,"PREMPRO 0.45MG/1.5MG TAB,28 PACK","PREMPRO 0.45MG/1.5MG TAB,28 BLISTER CARD",HS900,T,T,246.36,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1107-11,,28,"PREMPRO 0.625MG/2.5MG TAB,28 PACK","PREMPRO 0.625MG/2.5MG TAB,28 PACK",HS900,T,T,246.36,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-1108-11,,28,"PREMPRO 0.625MG/5MG TAB,28 PACK","PREMPRO 0.625MG/5MG TAB,28 PACK",HS900,T,T,246.36,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00046-2575-12,,28,"PREMPHASE COMBO BLIS PAK,14+14","PREMPHASE COMBO PAK 0.625MG/5MG,14+14",HS900,T,T,246.36,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0013-83,,10VIALS,AMPICILLIN NA/SULBACTAM NA 1.5GM/VIL INJ,UNASYN 1.5GM INJ,AM052,T,T,26.51,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0014-83,,10VIALS,AMPICILLIN NA/SULBACTAM NA 3GM/VIL INJ,UNASYN 3GM INJ,AM052,T,T,37.85,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0024-28,,1X15GMB,AMPICILLIN NA/SULBACTAM NA 15GM/VIL INJ,UNASYN 15GM BULK PKG.,AM052,T,T,31.24,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0114-28,,1,ANIDULAFUNGIN 50MG/VIL INJ,ERAXIS 50MG/VIL INJ,AM700,T,T,27.08,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0116-28,,1,ANIDULAFUNGIN 100MG/VIL INJ,ERAXIS 100MG/VIL INJ,AM700,T,T,54.17,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0174-02,,100,"GLIPIZIDE 5MG TAB,SA",GLUCOTROL XL 5MG TAB,HS502,T,T,38.41,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0174-03,,500,"GLIPIZIDE 5MG TAB,SA","GLUCOTROL XL 5MG TAB,SA",HS502,T,T,192.06,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0178-07,,100,"GLIPIZIDE 10MG TAB,SA",GLUCOTROL XL 10MG TAB,HS502,T,T,69.93,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0178-08,,500,"GLIPIZIDE 10MG TAB,SA","GLUCOTROL XL 10MG TAB,SA",HS502,T,T,349.65,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0520-83,,10,PENICILLIN G K 5MILLION UNT/VIL INJ,PFIZERPEN FOR INJECTION 5 MILLION UNITS,AM051,F,T,48.56,07/01/2024,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-0530-28,,1,PENICILLIN G K 20MILLION UNT/VIL INJ,PFIZERPEN FOR INJECTION,AM110,F,T,30.10,07/01/2024,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3160-44,,75ML,"VORICONAZOLE 40MG/ML SUSP,ORAL",VFEND FOR ORAL SUSP,AM700,T,T,427.14,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3170-30,,30,VORICONAZOLE 50MG TAB,VFEND 50MG TAB,AM700,T,T,40.20,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3180-30,,30,VORICONAZOLE 200MG TAB,VFEND 200MG TAB,AM700,T,T,109.55,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3190-28,,1,VORICONAZOLE 200MG/VIL INJ,VFEND IV 200MG/VIAL INJ,AM700,T,T,14.45,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3420-30,,30,FLUCONAZOLE 100MG TAB,DIFLUCAN 100MG TAB,AM700,T,T,24.12,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3430-30,,30,FLUCONAZOLE 200MG TAB,DIFLUCAN 200MG TAB,AM700,T,T,51.86,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3430-41,,100UD,FLUCONAZOLE 200MG TAB,DIFLUCAN 200MG TAB,AM700,T,T,6164.83,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00049-3450-19,,35ML,"FLUCONAZOLE 40MG/ML SUSP,ORAL","DIFLUCAN 40MG/ML SUSP, PWD",AM700,T,T,21.11,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0043-01,,25X2ML,HEPARIN NA 1000UNT/ML (PF) INJ,HEPARIN NA 1000UNT/ML (PF) INJ,BL110,T,T,93.88,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0058-01,,25X10ML,"HEPARIN NA 1000 UNT/ML INJ,VIL,10ML","HEPARIN NA 1000 UNT/ML INJ,VIL,10ML",BL110,T,T,56.03,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0059-01,,25X10ML,HEPARIN NA (PORK) 5000UNT/ML INJ,HEPARIN NA (PORK) 5000UNT/ML INJ,BL110,T,T,137.19,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0059-03,,25X1ML,HEPARIN NA (PORK) 5000UNT/ML INJ,HEPARIN NA (PORK) 5000UNT/ML INJ,BL110,T,T,24.62,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0106-01,,1,TALIGLUCERASE ALFA 200 UNIT/VIL INJ,ELELYSO 200 UNIT/VIL INJ,BL900,T,T,853.54,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0135-01,,120,BOSUTINIB 100MG TAB,BOSULIF 100MG TAB,AN900,T,T,20556.70,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0136-01,,30,BOSUTINIB 500MG TAB,BOSULIF 500MG TAB,AN900,T,T,20556.70,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0137-03,,10X30ML,HEPARIN NA 1000UNT/ML INJ,HEPARIN NA 1000UNT/ML INJ,BL110,T,T,32.66,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0145-01,,180,AXITINIB 1MG TAB,INLYTA 1 MG TAB,AN900,T,T,21046.97,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0151-11,,60,AXTINIB 5MG TAB,INLYTA 5MG TAB,AN900,T,T,21046.97,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0187-21,,21,"PALBOCICLIB 75MG CAP,ORAL",IBRANCE 75MG CAP,AN900,T,T,16372.35,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0188-21,,21,"PALBOCICLIB 100MG CAP,ORAL",IBRANCE 100MG CAP,AN900,T,T,16372.35,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0189-21,,21,"PALBOCICLIB 125MG CAP,ORAL",IBRANCE 125MG CAP,AN900,T,T,16372.35,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0193-01,,30,BOSUTINIB 400MG TAB,BOSULIF 400MG TAB,AN900,T,T,20556.70,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0195-02,,10X0.2ML,DALTEPARIN NA 2500UNT/0.2ML SYRINGE,"FRAGMIN 2500IUSSOL,0.2ML SYR",BL110,T,T,94.02,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0196-02,,10X0.2ML,DALTEPARIN NA 5000UNT/0.2ML SYRINGE,"FRAGMIN 5000IU SSOL,0.2ML SYR",BL110,T,T,152.79,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0197-30,,30,DACOMITINIB 15MG TAB,VIZIMPRO 15MG FCT 1X30 BTL US,AN900,T,T,15512.65,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0206-02,,10X0.3ML,DALTEPARIN NA 7500UNT/0.3ML SYRINGE,"FRAGMIN 7500IU SSOL,0.3ML SYR",BL110,T,T,214.23,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0217-02,,10X1ML,DALTEPARIN NA 10000UNT/1ML SYRINGE,"FRAGMIN 10000IU SSOL,1ML SYR",BL110,T,T,305.38,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0220-02,,10X0.5ML,DALTEPARIN NA 12500UNT/0.5ML SYRINGE,"FRAGMIN 12500IU SSOL,0.5ML SYR",BL110,T,T,356.77,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0223-02,,10X0.6ML,DALTEPARIN NA 15000UNT/0.6ML SYRINGE,"FRAGMIN 15000IU SSOL,0.6ML SYR",BL110,T,T,397.09,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0227-01,,30,LORLATINIB 25MG TAB,LORBRENA 25MG TAB,AN900,T,T,7119.83,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0228-02,,10X0.72ML,DALTEPARIN NA 18000UNT/0.72ML SYRINGE,"FRAGMIN 18000IU SSOL, 0.72ML SYR",BL110,T,T,549.83,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0231-01,,30,LORLATINIB 100MG TAB,LORBRENA 100MG TAB,AN900,T,T,21359.46,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0232-01,,3.8ML,DALTEPARIN NA 25000UNT/3.8ML SYRINGE,"FRAGMIN 25000IU SSOL, 3.8ML SYR",BL110,T,T,262.53,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0235-30,,30,ABROCITINIB 50MG TAB,CIBINQO 50MG TAB,A2113,T,T,5617.19,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0238-01,,10ML,"RITUXIMAB-PVVR 10MG/ML INJ,SOLN","RUXIENCE 10MG/ML INJ,SOLN",AN900,T,T,547.51,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0242-30,,30,"FESOTERODINE FUMARATE 4MG TAB,SA",TOVIAZ 4MG TAB,GU201,T,T,289.93,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0244-30,,30,"FESOTERODINE FUMARATE 8MG TAB,SA",TOVIAZ 8MG TAB,GU201,T,T,289.93,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0249-01,,50ML,"RITUXIMAB-PVVR 10MG/ML INJ,SOLN","RUXIENCE 10MG/ML INJ,SOLN",AN900,T,T,930.76,01/01/2025,06/30/2029,FSS,Compliant
36F79724D0130,"Pfizer, Inc.",07/01/2024,06/30/2029,00069-0251-60,,60,CRIZOTINIB 20MG PELLET,XALKORI 20MG PELLET,AN900,T,T,2170.47,01/01/2025,06/30/2029,FSS,Compliant
